keyword,year,title,description,bloggername,postdate,link
탕후루,2017,[중국 여행] <b>2017</b> 하얼빈 빙등제 늦은 후기,입구 앞에서 <b>탕후루</b> 팔던 아저씨. 엄청 따뜻하게 입으셨다. 들어가기 전 노란색 택시와 도로 풍경 찰칵.... 여기 빙등제보다 규모가 큰 세계 3대 축제 빙설대세계에 가보시는 걸 추천! <b>2017</b> 하얼빈 빙등제 포스팅 끝.,일상과 리뷰,2017-11-24,https://blog.naver.com/hykc02/221147664631
탕후루,2017,[상해/일상]<b>2017</b>푸드페스티벌 + 산책,<b>탕후루</b>하나에 인민폐25원? 넘 비싼거 같았다. 뭔가 행사준비는 많이 한거 같은데 약간 속빈강정느낌?? 낮에는 어땠을지 궁금한데 보통 저녁 8시면 한창시간이 아니어야 되는가 싶었는데 사람이 너무 없었다.... ,기쁜 나의 젊은 날,2017-10-15,https://blog.naver.com/chgml2004/221117257316
탕후루,2017,<b>2017</b>. 1월 하얼빈생활 . .  731부대. . . 관동구샹.... ,이 중국을 대표하는 <b>탕후루</b>도 동북전통음식이라고 합니다 각가지 과일들의 향연. . . 오랜만에 동북전통 음식도먹고. . 地三鲜日本豆腐 석이가 제일좋아하는 요리炒西兰花 야채가 필요해锅巴肉 바삭바삭.... ,38살여대생 엄마의 중국유학일기 my story in haerbin,2017-01-09,https://blog.naver.com/applebox3/220906235019
탕후루,2017,<b>2017</b>년 2월 일기,<b>탕후루</b>라고 중국 간식이 있는데 유튜브보고 이거 만드려고 고군분투했다. 사진은 세번째 시도 사진이다. 결과는 망. 설탕 굳은 거에 손까지 찔렸다. 롯데리아 신메뉴. 라고 하기엔 좀 지났나. 아무튼 치즈맛이... ,*,2017-02-28,https://blog.naver.com/soely/220947075362
탕후루,2017,<b>2017</b>년 겨울내일로 0213 부산,"2015년 부산 2박3일, 2016년 2월과 6월 내일로에 이어 <b>2017</b>년에도 내일로 여행을 떠났다ㅎㅎ 젊을 때... 탔다가 내렸다가 다시 타는ㅋㅋㅋ 사이드에서 <b>탕후루</b>를 팔길래 꼭 먹어보고 싶었던 거여서 3000원 주고 샀는데... ",일산러 잉미의 맛도리 탐방- 파주 인천 밥카페 러닝,2017-02-18,https://blog.naver.com/ing_me/220938286476
탕후루,2017,[<b>2017</b>. 3.23 - 26 타이페이 여행] 18. 스린 야시장 마사지샵... ,후식으로 간단하게 <b>탕후루</b>를 먹어주고 ~ 설탕을 너무 많이 발라놔서 엄청 달긴 했지만 ㅠㅠ 이제 숙소로 돌아간다. 우리 숙소는 가운데 있는 타이페이 메인스테이션역이니까 환승 안해도되니 참 좋다.... ,삶은 여행이다.,2017-04-26,https://blog.naver.com/jhjskylove/220992389019
탕후루,2017,<b>2017</b>. 9월 중국 서안(西安) 방문기,구경 마치고 돌아가는길~ 길목에 또 사랑스런 내 <b>탕후루</b>가 저기 계시네~ 아 왜 딸기<b>탕후루</b>는 없는거야... 나는 딸기<b>탕후루</b>만 먹는데... 샨자싫은데... 그리고 꼭 한번쯤 먹어봐야 할 것 같았던 천하제일면!!... ,꿈꾸는 여행자 치페이러,2017-10-06,https://blog.naver.com/qifeile/221111414653
탕후루,2017,"[중국강남대 교환학생]D+52일차(청명절, 리후공원, 화관)","我们到了呀～ 청명한 날씨 꽃도 곳곳에 피어있고 기분이 좋았다 <b>탕후루</b> 발견!... <b>탕후루</b> 덕후인 우리는... 그래서 기분이 날아갈 거 같으니까 셀카 많이 많이 ~_~ <b>2017</b>년은 더욱 더 나다워져야지, ♡ 바오훼 화관이... ",Excelsior,2017-04-05,https://blog.naver.com/voorpretdorae/220975370771
탕후루,2017,<b>2017</b>/01/14-15 哈尔滨(하얼빈) 여행! 东北虎林园(동북호림원)... ,"32元 (<b>탕후루</b>15元，아이스크림5元，꿔바로우12元) -2일차 (共423元) 택시비: 60元左右 라오창춘삥: 55元... 가로수길 같기도 딸기 <b>탕후루</b>(15元) 사먹었는데, 치아 다 뽑히는줄 알았다ㅋㅋ 딸기도 완전 꽝꽝..... ",insta : roly_park,2017-01-16,https://blog.naver.com/dogruntea/220912629763
탕후루,2017,"<b>2017</b> 한중 e스포츠 국가대항전, 선수들이 전하고 싶은 이야기","지난 12월 22일과 23일 양일간 중국 창저우 다이노소어 파크 시어터에서 진행된 '<b>2017</b> 한중 e스포츠... 가장 기억에 남는 건 길거리에서 파는 '<b>탕후루</b>'라는 사탕인데, 너무 맛있어서 정말 많이 먹었어요. 사실 제가... ",adorable,2017-12-27,https://blog.naver.com/tjdls0507/221171809139
탕후루,2017,<b>2017</b>년 10월 16일,귀도 너무 귀엽다 <b>탕후루</b> 저녁에 체조? 하는 사람들 같이 뒤에서 추다가 포기했다 오늘도 어김없이 돌솥마을 오징어비빔밥 존맛이다 그리고 조금은 짜지만 맛있는 김치전~!~!~! 내 블로그는 항상 먹는거밖에... ,잊을만하면오는블로그,2017-10-16,https://blog.naver.com/kangminjj1226/221118112983
탕후루,2017,[<b>2017</b>년 11월 24일 금요일] 정말 별거없는 일상,"저기 써있는 한자가 쫄병스낵이라는 뜻이다아 (아는척) 맛이 심심하니 별로다^^,,,,,,,,,그냥 나중에 한국꺼 머거야지,,, 이건 중국에서 늦가을?부터 겨울,초봄까지만 파는 길거리 음식 <b>탕후루</b>!!!!! 한국에서 진짜... ",초록¹ [抄錄],2017-11-24,https://blog.naver.com/chorokeui/221147857830
탕후루,2017,[<b>2017</b>년 11월 19일 일요일] 오늘의 일상,"*✧ 보니까 <b>탕후루</b> 먹구싶짜나ㅠㅠㅠㅠ ㅇㅣ거 보자마자 기겁,,,이런거 어떠캐 먹지,,? 음료도 무료로 마실 수 있당 복숭아랑 망고 마셔봤는데 복숭아는 괜찮구 망고는 넘달앗X_X 옆에 셀프로 소스에 넣는 재료들... ",초록¹ [抄錄],2017-11-19,https://blog.naver.com/chorokeui/221143754496
탕후루,2017,■ 태극권 발원지 진가구 이야기 (하나),■ <b>2017</b>년 2월 태극권 발원지 진가구 이야기 (하나) 정유년(丁酉年) 춘절이 지나고 방문한 태극권 발원지... 진가구 메인스트리트에 노점 식당들이 생기면서 다양한 면류 및 간식과 <b>탕후루</b>(糖葫芦)등을 판매하는... ,서명원의 태극권이야기,2017-02-20,https://blog.naver.com/taij1429/220939722684
탕후루,2017,<b>2017</b> 06 중국 상해 여행 스냅,"<b>2017</b> 06 중국 상해 snap, 정말 더웠지만, 해외 여행은 늘 삶의 활력이 된다. 기회가 된다면 날씨가 좀 좋을때 다시 한 번 가보고 싶은 상해. 다음에는 가서 꼭 <b>탕후루</b>를 먹어야지! (ง •̀_•́)ง 다짐!",비비 기록장,2017-11-02,https://blog.naver.com/lovewhatido/221131249783
탕후루,2017,<b>2017</b>년 6월의 여행,스린은 먹는거보다 풍선겜 야구공던지기 등등 놀거리가 더많다 돌아가는 길에 #<b>탕후루</b> 냠 흘림ㅎ 다 합쳐서 6천원정도? 주디 얼굴 넘나 고퀄인것..bb 2일차 #딘타이펑 대기시간 45분이라길래 예약하고... ,연서김,2017-06-10,https://blog.naver.com/tesoro2525/221025977944
탕후루,2017,<b>2017</b>년 12월 22일 베이징.,첨 먹어본 <b>탕후루</b>! 아작아작 맛있었댜 ㅎㅎ 정유와 나의 두번째 커플 귀걸이도 사구(*'▽'*) 너무 애뿌당 ~~~~~~~ 양꼬치! 와 맥주! 진짜진짜 맛있었다 ... 고르곤졸라맛 나는 빵두 (・Д・) 알럽 ... 두번째날도... ,ఇᑎᗩᗰ ᔕᔕOOOOOOOఇ,2017-12-23,https://blog.naver.com/thgus2422/221169532424
탕후루,2017,[<b>2017</b>년 12월 6일 수요일] 12월 첫째주 일상,"감자튀김 안시키길 정말 잘해따..배불롱~~~~~~ 딸기 <b>탕후루</b>,,사랑해❤️ 좀 짜증나는건 맨 아래 토마토로 훼이크놨다; 부들 북사대 서문쪽 마트에서 10원! <b>2017</b>.12.6.수요일 토요일에 못먹은 빵이 아쉬웠나보다... ",초록¹ [抄錄],2017-12-06,https://blog.naver.com/chorokeui/221156887670
탕후루,2017,"4박5일 대만일기-중정기념당, 키키레스토랑, 단수이, 스린야시장",<b>2017</b>년 2월 21일 왜 모바일 글쓰기는 50장밖에 추가 안되는거야 T-T 첫날 공항에서 생각보다 시간이 오래... 도 맛있었고닭꼬치 존맛<b>탕후루</b>는 이런 맛이었구나!넌 그냥 그랬어. 시먼으로 돌아와 까르푸로!까르푸... ,내일도 지혜롭게,2017-02-22,https://blog.naver.com/ji_hyee12/220942107019
탕후루,2017,"여순 감옥을 가보자![여행 기록-대련편#10_응~휴관, 가는길... ",장춘에서 4원하는 <b>탕후루</b>가 여기선 10원 대련역이 보이네요. 여기는 남쪽입니다. 여순터미널로 가려면... <b>2017</b>년 4월 2일 기준의 글이니 실제와 다소 차이가 있을수도 있습니다. 자 이렇게 표를 받았으면 줄을... ,"혼자놀기, 혼자 어디까지 놀아봤니",2017-04-04,https://blog.naver.com/keitic/220975023285
탕후루,2017,20161029 대만 3일차 스린 야시장,최근에 다녀온 2월(<b>2017</b>년) 대만 여행에서는 그렇게 길을 바로 잡아갔기 때문에 왕자치즈감자와 유명... ㅋㅋ <b>탕후루</b>. 우리 하이루인 떠올리며 반가워서 찰칵! 하지만 먹고 싶진 않았어요. ㅋ 아직 해가 다 지진... ,Sparkling Spirit,2017-02-05,https://blog.naver.com/emotion0822/220927733644
탕후루,2017,"&lt; 대만여행 &gt; 3박4일 대만여행 1일차 - 단수이 , 스린야시장",<b>2017</b> 0509 - 0512 3박4일 대만여행 김포 - 송산역에서 내려서 바로 유심카드를 구매했어요 송산역은 작아서... 추억의 <b>탕후루</b>..ㅋ 이거 즉석에서 만들어주는 떡이에요 너무 맛있어요 따뜻하고 담백한게 백설기같아요... ,윤토리,2017-05-13,https://blog.naver.com/rilri0215/221004788518
탕후루,2017,북경/베이징 환승여행 - 치엔먼(前门) 12시간 베이징여행의 시작,여행기간 : <b>2017</b>. 04. 12-18 (6박 7일) 여행일정 : 김포-베이징-치앙마이-베이징-김포 이런거 보면 여행의... 저 과일에 설탕물 코팅한거 참 맛있는데 ㅜㅜ <b>탕후루</b>라고 지인이 알랴줌 ㅋ 음식 조공중인 동상 ㅋ... ,행복한 신유의 낭만유랑기,2017-06-04,https://blog.naver.com/syj81/221021117740
탕후루,2017,실용외국어학과 - 중국어동아리 '하오하오' 14번째 중국문화체험,"첫째 날 <b>2017</b>년 1월12일 오후2시 김정은, 강원철 교수님과 함께 열세 명의 CUK 중국문화체험단은 하얼빈... 우리는 ‘중양따졔(中央大街)’에 오면 꼭 먹어야 한다는 아이스크림, 산사열매로 만든 ‘<b>탕후루</b>(糖葫芦)... ",고려사이버대학교,2017-01-26,https://blog.naver.com/mykdu/220920009973
탕후루,2017,<b>2017</b>년 1월 12일 대만에서의 첫날♡,첨이구먼♡ 날씨가 좋아서 완전 좋음~ #충렬사 #교대식세번째 일정은 용산사와 스린야시장♡ 좀 더 여유지게 보면 좋았을듯!! 기도좀했어야했는뎅!! #용산사 #스린야시장에서 #닭갈비튀김 #간이짜다애미야 #<b>탕후루</b>,튼튼 튼실 맘의 블로그,2017-01-26,https://blog.naver.com/jnr851121/220920885984
탕후루,2017,海若有因,"허위주군 <b>2017</b> 아시아 투어에 서울이 빠지진 않겠죠.(설마...) 완전 기대하고 있어요.... 아이스크림, <b>탕후루</b>, 달콤했던 추억 bīngqílín tánghúlú tián de wèidào 海浪里的喧嚣誓言 밀려오는... ",라라의 작은 쉼터,2017-11-30,https://blog.naver.com/diy2chn/221152454281
탕후루,2017,"대만 여행(<b>2017</b>,9) 준비 - 음식편","<b>탕후루</b> : 명자나무 또는 산사나무 열매를 꼬치에 꿰어, 물엿을 묻혀 굳힌 중국 간식거리의 하나 16. 오징어 튀김 : 매콤하고 달달.. 쫄깃쫄깃 17. 메취리알 튀김꼬치 18. 생과일주스 19. 소금커피 : 단맛과... ",내 마음따라 가는 여행,2017-09-24,https://blog.naver.com/jamespark725/221104218603
탕후루,2017,"Beijing, <b>2017</b> (1)","아, 사촌이 <b>탕후루</b> 먹고 싶다고 해서 한입 먹어보긴 했다. 생각만큼 무작정 단맛은 아니었지만.. 역시 내취향도 아니었다. Haidilao 왕푸징에 이걸 먹으러 왔다 헤헤 하이디라오 훠궈 사람이 엄-청나게 많다.... ",기록,2017-07-27,https://blog.naver.com/uiinqp/221060629542
탕후루,2017,빙당호로(빙<b>탕후루</b>),"<b>2017</b>년 1월 22일, 한국어 수업에 처음으로 온 학생이 전날 베이징(북경)에 다녀왔다면서 삥<b>탕후루</b> 두 개를 주었어요. 유치원 선생님인데, 학교 아이들을 데리고 CCTV 방송국의 어떤 프로그램 녹화를 하기... ",Refreshing breeze,2017-01-26,https://blog.naver.com/dalppam/220920615511
탕후루,2017,스린야시장 / 용산사 / 화시제 야시장 / 까르푸 (<b>2017</b>. 2. 6 ~2.9),짜단의 연속이네요 이제 정말 달고 상큼한 <b>탕후루</b>에요ㅠㅠ 딸기가... 정말 녹아요 우리나라에서도 쉽게 볼 수는 있지만 뭔가 여행가서 먹으니까 더 맛있더라구요ㅋㅋㅋ 가격은 50 TD!! 스린야시장하면 대왕... ,Lifeisnoteasy,2017-02-15,https://blog.naver.com/so_yeon_11/220935638183
탕후루,2017,춘절이야기2. 폭죽소리 없이 보는 春节晚会,"너는 건지고 나는 끓이고 레이는 또 <b>탕후루</b>糖葫芦가 너무 먹고 싶었다며 山楂(샨짜,산사나무열매)... 그냥 이렇게 한 번 써보고 끝났다 ㅠㅠ <b>2017</b> 春节联欢晚会 중국 사람들은 설 하루 전 날 가족들과 이... ",雷爱宝,2017-01-30,https://blog.naver.com/newboram21/220922771793
탕후루,2017,[D+3day] 3박 4일 베이징 패키지 여행 - 스치아이 feat. 여기가... ,<b>2017</b>년 10월 4일 수요일 날씨: 맑음 이화원 구경을 마치고 스치하이로 이동하는 버스 안.. 오늘이... 이 거리만 걷고 끝났다..ㅠ 한바퀴 돌고 싶었는데;;ㅠ 원래 중국 왕푸징거리에서 사먹고 싶었던 <b>탕후루</b>..;; 하지만... ,☆ 전 세계를 이끌어갈 여자 ★,2017-11-02,https://blog.naver.com/kyhkns486/221131006489
탕후루,2017,"중국 썬전 금수중화민속촌,세계지창",소수민족 공연까지잇어서 더더욱 다 보긴 무리예요~ 중국을 하루만에 다 여행하기~ 베이징 <b>탕후루</b>~ 저녁은 물고기 요리~ <b>2017</b>년 1월13일~ 비지니스차 회사방문~ 회사방문끝나고 행한곳은 세계지창~세계축소판... ,연아네 이야기,2017-01-15,https://blog.naver.com/khdjml0127/220911786201
탕후루,2018,<b>2018</b>. 12. 09. 왕십리 데이트-1/<b>탕후루</b>만들기/길이식당,오랜만에 준비한 노니선물 집에서 <b>탕후루</b> 만들기 (폭망) 대림 차이나타운 <b>탕후루</b> 칭구랑 훠궈 먹으러 대림 갔다가 사먹은 <b>탕후루</b> 특이해서 집어들었다 뭐냐고 물어봤더니 중국과일이래서 도전해봤는데... ,혁쥬혁쥬노니노니,2018-12-23,https://blog.naver.com/inwonhjhj/221425194102
탕후루,2018,[<b>2018</b>/03/타이페이] 13. 버블티도 먹구 <b>탕후루</b>도 먹구... ,<b>2018</b>.02.28 ~ <b>2018</b>.03.04 Taipei 밥을 먹고 나오니 그 이쁜 청마오청의 입구는 반짝반짝 빛이나네요 5시까지... 사먹은 <b>탕후루</b> 진짜 맛있다 이가 썩어도 맛있어 딸기 최고야 <b>탕후루</b> 최고얌 줄이 엄청 길었지만 놀라운... ,문구름의 취미생활,2018-11-29,https://blog.naver.com/moongureum/221407239116
탕후루,2018,[일상/맛집]<b>2018</b>/03/07(수)-18(일)<b>탕후루</b>만들기/산본 도둑고기... ,<b>2018</b>년 3월 8일 목요일 퇴근 후 식사를 마치고 <b>탕후루</b> 만들기 도전! 싱싱한 딸기를 준비하고요. 바나나와 딸기를 손질하여 물기를 제거하고요. 꼬지에 끼워줍니다. 실패했는데 만드는 법 설명해서 뭐하나요..... ,생큐땡큐,2018-03-20,https://blog.naver.com/spring_at_me/221233053041
탕후루,2018,"딸기<b>탕후루</b>만들기, 딸기요리 추천","딸기<b>탕후루</b>!이번 주 아이들 간식으로 어떨까요? ※신용카드 남용은 가계경제에 위협이 됩니다.준법감시인 <b>2018</b>-0478호 해당 콘텐츠는 발행일을 기준으로 작성되었으며, 발행일 이후 내용이 변경될 수 있으니... ",비씨스토리,2018-04-09,https://blog.naver.com/thebccard/221244687992
탕후루,2018,<b>2018</b> F/W 페리페라 홀리데이... 틴트 #1딸기<b>탕후루</b>... ,이번 <b>2018</b> 홀리데이 시즌을 맞아서 일상 속 감각적 힐링터치 라는 주제로 페리페라에서 ASMR 컬렉션... ASMR 컬렉션 슈가 젤리 틴트 3g 5종 #1호 딸기<b>탕후루</b> #2호 복숭아맛곤약젤리 #3호 오동통코랄명란 #4호... ,미네모네마네무네모!,2018-11-21,https://blog.naver.com/m3459/221402773045
탕후루,2018,"중앙대가, 방홍기념탑, 송화강(松花江), <b>탕후루</b>, 성소피아성당",중국 하얼빈(Harbin) 2017년 12월 29일(금) ~ <b>2018</b>년 1월 1일(월) 3박4일 둘째날 2017년 12월 30일(토) 든든히... <b>탕후루</b> 딸기 <b>탕후루</b>(얼은 과일 겉에 사탕? 물엿같은걸 잔뜩 발라놓음) 추운데 맛있긴 해요. 딸기 <b>탕후루</b>는... ,beato story,2018-01-08,https://blog.naver.com/wiggy77/221180043822
탕후루,2018,사탕 <b>탕후루</b> 리얼사운드 먹방 Fruit candy <b>2018</b> New # 368... ,ASMR 리얼 과일 사탕 <b>탕후루</b> 리얼사운드 먹방 Fruit candy <b>2018</b> New # 368 반짝반짝 과일사탕 <b>탕후루</b> 만들기 놀이 해봤어요! ASMR 리얼 과일 사탕 <b>탕후루</b> 리얼사운드 먹방 Fruit candy <b>2018</b> New # 368... ,너무힘들어요,2018-05-30,https://blog.naver.com/aktnsgh278/221287305676
탕후루,2018,딸기<b>탕후루</b> 만들기 : 초간단 딸기디저트,잘 코팅을 못했을 경우엔 굳힌다음 바로 드시는게 좋을거 같아요:D 완벽한 성공은 아니지만 한번 만들어볼만 했어요.크크 ⓒ 초간단 딸기디저트 : 집에서 딸기<b>탕후루</b> 만들어보기 글.사진BY 딸기맛그린티 <b>2018</b>,딸기맛그린티의 오늘 뭐먹즤?,2018-03-12,https://blog.naver.com/purity_k/221227340817
탕후루,2018,홍대/홈파티/<b>탕후루</b>/홍대마늘떡볶이,일상 - <b>2018</b>.12.21~22 21~22일까지 고등학교 친구들과 연말 홈 파티를 했다. 우리는 홍대 파라다이스텔 건물... 바로 <b>탕후루</b> 만들기 돌입!! 컵에 물 4컵 설탕 6컵을 넣어서 끓이기!! 우리는 유튜브에서 <b>탕후루</b>... ,Daily Raena,2018-12-22,https://blog.naver.com/raenaimk/221424849578
탕후루,2018,[연태대학교] 한인마트(청양마트)/ 명동한식/마라샹궈/<b>탕후루</b>,<b>2018</b>/03/18 -19 연태대 청양마트 청양마트 위치 - 기숙사 건너편에 있는 남문으로 나가서 오른쪽으로... 매운거 먹어서 속쓰려서 단거 먹으러(핑계) 신세계 마트 <b>탕후루</b> 먹으러!!! 여기 <b>탕후루</b> 맛집이다. 설탕이 완전... ,효하 일상모음.zip,2018-03-19,https://blog.naver.com/xogy9790/221232531402
탕후루,2018,후루후루~바사삭 <b>탕후루</b>!,공식적인 첫날월요일이자 <b>2018</b>년 마지막날 울 공주들 <b>탕후루</b>만들자하네요. 그동안 치즈볼.밀가루인형만들기 등등 못해준게 많아 오늘은 큰맘먹고 딸기를 샀어요~^^ <b>탕후루</b>는 유튜버들이나 만들고... ,♡수펄스의 소확행♡,2018-12-31,https://blog.naver.com/ablacksheep/221431096131
탕후루,2018,"도서관 속 작은 중국, ‘<b>2018</b> 중국문화콘서트’ 개최!",&gt;&gt; 대구광역시립남부도서관에서 10월 16일부터 20일까지 '<b>2018</b> 중국문화콘서트'를 개최합니다! 중국... (토) 15:30 ~ 17:30 중국 전통 장신구 ‘결’ 만들기 중국문화 정보실 및 1․2층 로비 중국 간식 ‘<b>탕후루</b>’... ,"대구교육청, 미래를 배운다 함께 성장한다",2018-10-10,https://blog.naver.com/dgeduon/221374489666
탕후루,2018,"두번째 식탁  :  <b>탕후루</b>, 수제청","두번째 味美 음식은 예고드렸던 대로, 새콤 수제청과 달콤 <b>탕후루</b> 입니다! 오늘 미미식탁은 저번에 함께 식탁을 차렸던 초등 친구들과, 친구들의 친구들까지 함께 했습니다. ■ 오늘의 일정 날짜 : <b>2018</b>. 7. 21.... ",ღ96년생들의 무럭무럭 라이프ღ,2018-07-23,https://blog.naver.com/four_garden/221325036823
탕후루,2018,페리페라 자몽스피릿 슈가 글로우 틴트 : 도톰한 <b>탕후루</b>립?,<b>2018</b> 신상이라고 합니다 반짝탱글 물광 o! 발색은 짱짱 기승전 본컬러 착색 x!!!!!!!!! 전혀요. 끈적이지... 올린듯 <b>탕후루</b>립 연출이 가능합니다? 섞어바름 / 과즙소녀 / 자몽스피릿 역시 섞어서 발라야 그나마 오래... ,yeonz blog.,2018-04-14,https://blog.naver.com/xx_yeonz/221252439436
탕후루,2018,페리페라 <b>2018</b> 홀리데이 ASMR 컬렉션 #Lip 발색샷,"페리페라 <b>2018</b> 홀리데이 ASMR 컬렉션 예고해드린대로 오늘은 립제품들 들고왔어요 ASMR 컬렉션 슈가... 1호 딸기<b>탕후루</b>, 2호 복숭아맛 곤약젤리 케이스도 귀염뽀짝해요! 역시 페리페라는 뭔가 소장욕구 들게하는... ",밍야씨의 즐거운 덕질라이프,2018-11-28,https://blog.naver.com/ians211/221407654215
탕후루,2018,전주먹방여행의 꽃! <b>2018</b> 전주 한옥마을 야시장 총 정리,"5천원 아이술크림 수제 철판 아이스크림 술로 만든 아이스크림, 술 없는 아이스크림 4천원 새콤달콤 한손 <b>탕후루</b> 새콤달콤 <b>탕후루</b> 3천5백원 투명 코카콜라 요즘 핫한 투명 코카콜라, 그리고 코하쿠토 보석... ",전주시 공식 블로그,2018-08-31,https://blog.naver.com/jeonju_city/221349602902
탕후루,2018,"<b>2018</b>한정 나스 풀바이닐 립라커 5종 (바덴바덴,오르가즘 등)","나스 풀 바이닐 립 라커 <b>2018</b> limited edition 5.5ml / 38,000원 안녕하세요 담쓰입니다! #나스 가 <b>2018</b>년... 역시<b>탕후루</b>같은 립메이크업을 완성해주는고광택 립라커랍니다 나스 풀바이닐 립라커는블랙... ",담쓰 뷰티,2018-06-29,https://blog.naver.com/damsluv/221309512929
탕후루,2018,바리네 일상 <b>2018</b> . 1월,정도의 실패끝에 두 번이나 성공한 <b>탕후루</b> 딸기 사랑해 <b>탕후루</b> ㅠㅠㅠ 빨리 봄 되서 딸기값이 좀만 더 싸졌으면 ... 딸기가 그냥 먹어도 맛있는데 <b>탕후루</b> 해먹으려니 속상함 근데 맛있음... 하 ..슬퍼 ㅠㅠ... ,오늘도 예쁨 #바리네뷰티,2018-01-31,https://blog.naver.com/jjhanda/221198189724
탕후루,2018,<b>2018</b> 디아스포라 영화제 DIAFF 방문 일기,나니가 <b>탕후루</b>를 한 번도 안 먹어 봤다고 해서 아이스 <b>탕후루</b>를 먹었다. 차이나타운 원보 만두가 유명하다고 얼마동안 더 사람들이 물건처럼 이리저리로 보내져야 하는가? 디아스포라 영화제에서는 디아스포라... ,열정에 찬 영혼,2018-05-25,https://blog.naver.com/rest_here/221284234100
탕후루,2018,"자금성, 경산공원, <b>탕후루</b>, 고북수진, 만리장성, 사마대장성 )","이래서 깜놀 가방을 자전거에 놓고 ,,,, ㅠㅠㅠㅠ 그래서 가방 찾으러 갔다 두솔이 우리는 <b>탕후루</b>... 여기 <b>2018</b>년이 맞나요..? 곧 크리스마스라서 그런지 크리스마스 장식도 꽤 있었다 공연도 하고 있었다 시간을... ",Shanying's 여행라이프,2018-12-06,https://blog.naver.com/shansjen/221413742179
탕후루,2018,"<b>2018</b>, 4월의 일상",금수저가 분명해  <b>탕후루</b> 만들었는데 성공과 실패의 중간 어디쯤.. 혜경네에서 나와서 슬슬... <b>탕후루</b>를 해치우고... 순대도 사옴 ( ͡° ͜ʖ ͡°).... 내 먹성 좀 누가 해치워주삼.... 수영 끝나고 동생이랑 쌀국수... ,Alles gute :-),2018-05-16,https://blog.naver.com/rohnaeun/221276949384
탕후루,2018,동원대학교 <b>2018</b>년도 축제 Water &amp; Horror 200% 즐기기 : 뭘... ,# 항공서비스과 # <b>탕후루</b> # 탕탕<b>탕후루</b> <b>탕후루</b>는 과일에 물엿을 묻혀 굳힌 중국의 설탕과자인데요. 중국의 전통과자인 <b>탕후루</b>를 항공서비스과의 부스에서 맛볼 수 있었답니다. 후다닥 먹어버려서 <b>탕후루</b>... ,동원대학교,2018-09-28,https://blog.naver.com/lifetongwon/221366865090
탕후루,2018,<b>2018</b>_타이베이_1,TWD라고 해야 하나 NTD라고 해야 하나?) <b>탕후루</b> 매니아 55NTD(단위를 다 섞어 쓰고 난리임) 이건 안 샀어요^^;; 길 가다 스티커 판매하는 거 보고 또 스티커 매니아가 그냥 지나치질 못 하지. 이제 캐리어에 붙일... ,"Thanks to,,!!",2018-05-09,https://blog.naver.com/africa1984/221271171462
탕후루,2018,<b>2018</b>_타이베이_3,"에라~기분이다! <b>탕후루</b>도 하나 사먹이고 귀가. 분명히 엄청 싸웠을텐데 지나고 보니 그 기억은 잘 안 나고 아, 거기 좋았지. 그 분위기 참 좋았어. 만 남은 그 날.","Thanks to,,!!",2018-05-15,https://blog.naver.com/africa1984/221276608003
탕후루,2018,<b>2018</b>년 맞이! 비바람 속의 타이페이 4박5일_3일째(2),"나오면서 입가심으로 <b>탕후루</b> 한개 후루룩! 하아 지쳤어 지쳤어... 오늘은 좀 여유있을 줄 알았는데 사람에 치어 피곤하구만. 한 정거장 다시 돌아가서 짐 찾고, 무사히 집에 와서 2차 저녁 ㅋ 까르푸에서 산... ",so what?,2018-01-09,https://blog.naver.com/cutelina/221181480933
탕후루,2018,"인천 당일치기 나들이(한국, <b>2018</b>년 가을) # 3 인천... ",":) 진리의 단짠단짠 콤보를 추구하고자 그 다음으로 노린 것이 <b>탕후루</b>입니다. 중국에서 빙<b>탕후루</b>란 이름으로 파는 걸 엄청 봤는데 너무 달 것 같아서 매번 포기를 하다가, 이번에는 대신 먹어 줄 사람이 있네?... ",티엔의 수익실험실,2018-10-11,https://blog.naver.com/kastro83/221375694377
탕후루,2018,<b>2018</b>년 4.27 ~ 5.1 대만 여행. #1 대만도착. 스린야시장 구경.,"ㅋ 원래 <b>2018</b>년도 초에 대만여행을 계획했다가 그냥...쉬자 해서 담에 가기로 했는데, 다행이었는지.... ㅋ <b>탕후루</b> 드뎌 맛볼 큐브 스테이크입니다. 입구쪽에있는 집에서 맛을 보고...안쪽으로 들어가면... ",...그렇게...그리고...,2018-05-03,https://blog.naver.com/ds1cvq/221267630519
탕후루,2018,<b>2018</b> 페리페라 홀리데이 ASMR 컬렉션으로 뷰감만족해요 ♪,"안녕하세요 뷰티블로거 다랑입니다 :) 오늘은 페리페라 <b>2018</b> 홀리데이 컬렉션을 소개하려고... 그래서 볼륨감 있는 입술로 만들어주네요 :) 슈가 젤리 틴트3g / 9,000원대1호 딸기<b>탕후루</b> / 2호 복숭아맛곤약젤리... ",다랑의 뷰티양x플레이군,2018-11-04,https://blog.naver.com/siehl/221387694844
