keyword,video_id,video_title,video_published,view_count,comment,comment_date,comment_likes
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,맞긴햌ㅋㅋ 카페에서 나오고 원조가 있대 해서 찾아보는거니깐ㅋㅋㅋ,2026-03-10,2
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,두바이사람이 만든게 아니었네... 원조 화이팅 입니다. 두바이에 역수출 하시길!!,2026-01-23,3
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,우리나라 제과제빵쪽에만 존나 민감하네 ㅋㅋㅋㅋㅋ 니들이 좋아하는 흑백요리사도 마스크 안하고 파인다이닝 셰프도 모자도 안쓰고 마스크도 안쓰는 사람 존나 많은데 뭐가 그리 불편한건지,2025-12-29,146
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,어쩜 마음씨까지 이리 곱나요❤,2026-02-06,0
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,"중국 : 두쫀쿠는 중국의 소수민족인 두쫀쿠족이 
당나라 때부터 만들어 먹어온 전통음식이다",2026-02-03,15
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,"댓글분석
1. 이 사장이 돈벌어서 배아픈 사람
2. 두쫀쿠를 따라한 카페사장이고 양심에 찔리지만 이 사장이 착한척 영상을 남긴것 같아 내가 나쁜 사람이 된것같은 마음에 악플을 남기는 사람
3. 그 다른 가게 무지성으로 빨아주는 사람
4. 뭘해도 그냥 불편해 하는 사람
5. 사장이 생각보다 안 이뻐서 불만인 사람
6. 이 사장이 가식떤다고 생각하는 사람
7. 이 사장이 원조가 아니라고 생각하는 사람
8. 본인 위생은 생각못하고 위생따지는 사람
9. 사먹지 않으면 그만 이지만 진짜 결벽증이 있어서 더럽다고 생각해 지적하는 사람
10. 남들이 악플남기길래 괜찮겠지 하며 그냥 남기는 사람",2025-12-30,140
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,"진짜 맛잇더라구요
쫀득하고 카다이프가 더 작긴한데 달달해서 맛있음",2026-01-18,0
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,"댓글왜이러지?
광고든뭐든 마스크안쓰고 말하면서
제작하고있고
저건 누군가에게 판매되서 먹는건데?

위생 안지키는게 당연하고 
위생 지키는게 예민한거면
인도가서 먹고 땅에떨어진거먹고
배식 나눠먹지말고 같이 퍼먹자?

그리고 솔직히 원조인지 아닌지
아무도모르고 증거나 근거를 올리면서
원조주장했으면좋겠고
막말로 음식에 원조가 어딧나 싶기도하다",2026-01-24,3
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,여기 댓글 왜이럼...? 깔끔떠는거 꼴보기 싫네,2025-12-30,8
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,"재료값 많이 올라서 힘드실텐데 
긍정적인 모습 정말 좋네요",2026-01-21,0
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,"ㅋㅋㅋㅋ사람들 위생위생 거리는거 보면 걍 웃김 이제ㅋㅋ
ㄹㅇ 병임 그냥 적당히 해야지 무슨 나중엔 방역복입고 하라 그러겠네",2025-12-20,55
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,두바이쫀득 쿠키는 ㅋㅋ 두바이산이 아니었구나 나는 두바이에서 파는줄,2026-01-21,5
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,뭐야 진짜였네 뉴스도 나옴,2026-02-19,2
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,음식에 침 튀어요..ㅜ,2026-01-24,3
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,달라또가 최초아님?,2026-03-20,16
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,어제 빨래터 가서 줄서서 샀어요 근데 너무 작고 비쌌어요...사장님 가게꺼 먹어보고 싶네요 크기가 딱봐도 좋네요^^;,2026-01-19,1
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,원조는 인정해줘야 함.,2026-02-02,6
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,가수 유영진님닮으신 듯,2025-12-17,6
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,울동네에도 저번주에 줄서서 기다리는데 이집이 원조인가요  대박나세요,2026-01-22,0
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,그러면 뭐함 ㅋㅋㅋ                                                                                        원조는 원조다... ㅇㄱㄹㅇ;;                                                                                         다른 집보다 저기가 맛있음...,2026-01-13,10
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,"백종원 따라하는건지 죄다 자기가 개발자고 원조래 ㅋㅋ
다른 영상에서는 남자분이 개발자라 소개 뜨더만",2026-02-02,3
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,"유행안따라가는 편인데
덕분에 쫀득은 아니지만 두바이 먹어봄",2026-01-18,0
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,댓 ㅈㄴ 오버심하네,2025-12-28,202
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,이제 유행 끝남.,2026-02-11,2
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,근데 나 그냥 궁금한데 마스크 운운하는 사람들 살면서 단 한번도 오픈된 제과점이나 빵집 베이커리 안 가봄? 카운터 보고 빵 포장하는 사람들은 마스크 다 안쓰던데 그런건 어케사먹음,2025-10-26,48
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,인스타에서 원조라고 보고 기대하고 시켰는데 너무 작고 딱딱하고 맛없어서 깜짝 놀랐어요 ㅠㅜㅜ 제가 맛없다고 남긴 리뷰는 안 올라간 걸 봐서 리뷰 관리하는 것 같아요.,2026-01-25,2
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,관상은 과학이다 진짜 ㄹㅇ;;;;;;;;;;;,2026-01-20,6
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,아니 ㅋㅋ 나 지금 인스타에서 원조라는 사람 또 보고왔는데 뭔 지들이 다 원조야;,2026-01-03,12
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,"여러분 레시피는 저작권이 없습니다.
법적으로 문제가 생기는건 상표권 때문이에요
다른 가게 분들이 따라하든 말든 아무  상관없어요",2026-01-19,1
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,두쫀쿠 파는 사장밈들 달려와서 악플다나봐 ㅜㅠ,2025-12-29,15
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,"꼽주는 댓글:30%
꼽준다고 하는 댓글:70%",2026-01-09,5
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,사람들은 모를거야... 얼마나 대단한지... 한국에 후라이드 치킨이 들어왔는데 그걸 최초 양념치킨 만든 윤종계 사장님같은 분이신거죠,2026-01-27,1
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,저거 인플루언서용 아닌가,2026-03-13,10
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,이거 나만 느끼는건지 모르겠는데 뭔가 대본을 정해놓고 하는 느낌...?,2026-01-19,8
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,와 진짜 매력있게 생기셨다,2026-01-28,0
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,ㅋ,2026-02-26,3
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,마스크 안 쓴 거 지적하는 건 이해하겠는데 이런 식으로 바이럴하는 걸 안 좋게 보는 건 왜 그러는지 심보를 모르겠음. 어쨌든 트렌드를 만든 거고 다들 따라하는데 원조면 부심 가질만 하지ㅋㅋㅋ 게다가 따라한 디저트가게들 욕하지도 않았는데,2025-12-31,11
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,그릇이 크신 분이니 앞으로 대성하실겁니다😊,2026-01-21,0
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,어디든 자기가 원조라지.,2026-02-28,9
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,그냥 요즘엔 쇼츠에 여성이 나온다 -> 댓글창엔 여혐들 몰려와서 무지성 억까로 가득하다 가 공식임. 그냥 외워. 댓글창 열기도 전에 이럴줄 알았는데 역시나,2026-01-03,10
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,"오바좀들 그만떨어라.
수십만원 오마카세가도 노마스크 노모자 노장갑인데 손으로 기물이나 여러가지 만지는건 의식을 안하고 만지는거라 아무리 수시로 손씻어도 밥만지고 생선만지고 다른거 만지고 닦는다해도 항시 깨끗할수가없다. 잠깐이라도 말할때 눈에 보이지않게 미세하게 튀기는건  당연한거고..
근데 아무렇지않게 먹잖아.
기물이나 주변환경만 깨끗해도 충분하다.",2025-12-25,30
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,뭔가 연기 같음...,2026-03-19,7
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,대인배다 성공 할 자격이 있다,2026-01-25,1
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,흔치않은 관상이다..,2026-01-10,9
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,음~~두쫀쿠~혈당스파이크~~아이들이 좋아하죠~~맛있는 거는 몸에 해로워~~ㅠㅠ,2026-02-20,3
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,만들어주셔서 감사합니다ㅠㅠ,2026-01-28,0
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,"댓글 꼬라지보니 진짜 혐오의 시대다...
심지어 알아보니까 여기 두쫀쿠 처음으로 만든곳 맞음
마스크는 원래 안쓰는곳도 많은데
불편하면 걍 집밥만 드시지 외식은 왜하고 배달은 왜시킴?",2026-01-01,12
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,ㅋㅋ 원조에서 거른다,2025-12-28,5
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,몬트쿠키 원래 잘몰랐는데 생각보다 겁나 유명한디.. 거의 두쫀쿠 탑으로 알고있음 줄이 겁나 길다고 들었는데 그래서 가보는건 꿈도못꿈..ㅋ 나중에 함 구해바야지 머,2026-03-01,0
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,인상이 쎄하다,2026-01-02,11
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,두쫀쿠 백종원이 원조인데요,2026-02-09,5
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,"어디에요 ?
가고싶은뎅😊",2026-01-26,1
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,사먹고 겁나 후회한곳,2026-01-23,4
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,관상 쎄함,2026-01-20,9
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,마인드가 참 좋으시네,2026-01-29,0
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,관상ㅇ이..,2026-01-30,3
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,욕하는거 쉴드치는 애들은 댓글알바인가 ?,2026-01-19,3
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,저 분이 원조라면 한 번쯤은 먹어보고 싶다,2026-01-25,0
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,진짜 솔직하게요? 이말만 안해도 반은 갔을꺼다 ㄹㅇ…,2025-12-28,9
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,Ai 영상 같노,2026-02-06,3
두바이쫀득쿠키,AcS7iER9qUo,요즘 난리난 ‘두바이 쫀득쿠키’… 그 원조가 누구냐고요?,2025-10,9148243,"두바이 초콜릿이 원조고 이런건 파생된거지

누구의 전유물이 아님

